gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,finish,team_rating,team_region,team_seed
mens,2018-03-14,0,1,0.406830222433,0.047637235842,0.017052480705,0.00615273998,0.001974338918,0.000734463039,1,333,Alabama,2,82.2,East,9
mens,2018-03-14,0,1,0.848210938042,0.482545884858,0.145428515956,0.064936308811,0.034507577759,0.014460786324,1,12,Arizona,1,87.86,South,4
mens,2018-03-14,0,1,0.396177591282,0.090506310748,0.040116981425,0.009022173409,0.003229945191,0.001319218503,1,8,Arkansas,1,83.29,East,7
mens,2018-03-14,0,1,0.798161036176,0.416372948119,0.112993257539,0.03028965651,0.009136347016,0.003390494667,1,2,Auburn,2,84.04,Midwest,4
mens,2018-03-14,0,1,0.077242999526,0.026090272619,0.004287611194,0.000982161222,0.000174217428,4.1046879E-05,1,2083,Bucknell,1,78.25,Midwest,14
mens,2018-03-14,0,1,0.151789061958,0.037861877965,0.005818218736,0.001494396622,0.000409146836,8.6580833E-05,1,2084,Buffalo,2,79.07,South,13
mens,2018-03-14,0,1,0.603822408718,0.174723545154,0.087411084997,0.022795568723,0.007977071258,0.003195592645,1,2086,Butler,2,84.65,East,10
mens,2018-03-14,0,1,0.022489471592,0.002119421074,0.00021925733,1.0503423E-05,9.77561E-07,1.18807E-07,1,2239,Cal St. Fullerton,1,71.88,East,15
mens,2018-03-14,0,1,0.932632274959,0.775165368501,0.525236709918,0.252412570832,0.145424852876,0.06671734277,1,2132,Cincinnati,2,91.06,South,2
mens,2018-03-14,0,1,0.619810057438,0.350699548162,0.098184467609,0.027121028441,0.008212854751,0.003057778197,1,228,Clemson,3,84.15,Midwest,5
mens,2018-03-14,0,1,0.201838963824,0.053027093135,0.006590801565,0.000827095226,0.000122585524,2.4625721E-05,1,232,College of Charleston,1,76.44,Midwest,13
mens,2018-03-14,0,1,0.582607253877,0.097679993768,0.037711866918,0.013371518766,0.005398499338,0.001689548865,1,156,Creighton,1,83.4,South,8
mens,2018-03-14,0,1,0.242941356787,0.07812505065,0.018677027176,0.006951217225,0.002492693818,0.000691123209,1,2166,Davidson,1,81.9,South,12
mens,2018-03-14,0,1,0.95806152363,0.806459495977,0.467797898222,0.288977837052,0.162971794498,0.100415619989,1,150,Duke,4,92.59,Midwest,2
mens,2018-03-14,0,1,0.721693979473,0.343678388673,0.137196822375,0.040025530356,0.016019726792,0.007190782811,1,57,Florida,2,86.43,East,6
mens,2018-03-14,0,1,0.706088012122,0.216615551372,0.07310827966,0.026098844288,0.008537857612,0.002624645308,1,52,Florida St.,4,83.61,West,9
mens,2018-03-14,0,1,0.067367725041,0.022884168987,0.006812063483,0.001241942882,0.000237826173,3.5379059E-05,1,2247,Georgia St.,1,75.99,South,15
mens,2018-03-14,0,1,0.9170089991,0.697667104571,0.430980789771,0.239824631634,0.10141483733,0.039790093597,1,2250,Gonzaga,3,89.54,West,4
mens,2018-03-14,0,1,0.717811950102,0.339960975934,0.152265102819,0.070558668807,0.031717931239,0.013196808591,1,248,Houston,2,86.21,West,6
mens,2018-03-14,0,1,0.04193847637,0.010721553923,0.001149972282,0.000170439322,1.9431094E-05,3.078355E-06,1,314,Iona,1,74.79,Midwest,15
mens,2018-03-14,0,1,0.954136244974,0.764045853117,0.61744389978,0.318595200496,0.152886169709,0.082789305322,1,2305,Kansas,5,90.88,Midwest,1
mens,2018-03-14,0,1,0.417392746123,0.067048774058,0.0252087729,0.008720143807,0.003501393823,0.001089660531,1,2306,Kansas St.,4,81.48,South,9
mens,2018-03-14,0,1,0.757058643213,0.401467186527,0.155804192597,0.083921649425,0.044146758565,0.018294788666,1,96,Kentucky,3,88.17,South,5
mens,2018-03-14,0,1,0.035229917216,0.006863486358,0.000735069712,8.4268707E-05,9.024603E-06,9.57339E-07,1,288,Lipscomb,1,72.45,West,15
mens,2018-03-14,0,1,0.401905842821,0.138500585104,0.036761023844,0.008437717848,0.002792489506,0.000714020704,1,2350,Loyola Chicago,5,81.28,South,11
mens,2018-03-14,0,1,0.090920587837,0.014706027184,0.001196796729,0.000228181787,3.4313293E-05,6.516827E-06,1,276,Marshall,2,75.58,East,13
mens,2018-03-14,0,1,0.021460514732,0.003350565839,0.000324074471,3.1534364E-05,3.323902E-06,2.75117E-07,1,2378,UMBC,2,71.36,South,16
mens,2018-03-14,0,1,0.598094157179,0.247431372796,0.082448652934,0.023731459869,0.009398639411,0.002883804286,1,2390,Miami FL,1,83.94,South,6
mens,2018-03-14,0,1,0.893139074058,0.549710436169,0.271200969845,0.136977145737,0.059146722236,0.023675628405,1,130,Michigan,6,88.54,West,3
mens,2018-03-14,0,1,0.922757000474,0.747934056846,0.403248688753,0.243699081918,0.120503116479,0.06683775899,1,127,Michigan St.,2,91.67,Midwest,3
mens,2018-03-14,0,1,0.293911987878,0.080601225797,0.025724004857,0.008724858277,0.002676081869,0.000774035601,1,142,Missouri,1,78.49,West,8
mens,2018-03-14,0,1,0.106860925942,0.023256104769,0.004740783781,0.001077958658,0.000177689353,2.8524101E-05,1,149,Montana,1,76.79,West,14
mens,2018-03-14,0,1,0.164051659906,0.040099355906,0.004700949004,0.001235343579,0.000287671488,8.0968232E-05,1,93,Murray St.,1,78.93,East,12
mens,2018-03-14,0,1,0.403987426581,0.070934591786,0.025019765477,0.005472130476,0.001988417084,0.000558754418,1,2440,Nevada,3,81.82,South,7
mens,2018-03-14,0,1,0.380189942562,0.179900410584,0.032578078442,0.00590523799,0.001334122585,0.000387853341,1,166,New Mexico St.,1,79.79,Midwest,12
mens,2018-03-14,0,1,0.964770082784,0.788145696938,0.458877627382,0.251543921059,0.120292493306,0.053134312657,1,153,North Carolina,2,90.62,West,2
mens,2018-03-14,0,1,0.368439336436,0.067729492208,0.034035043278,0.007774559889,0.001956609319,0.000623669258,1,152,North Carolina St.,1,81.74,Midwest,9
mens,2018-03-14,0,1,0.0829910009,0.025230397868,0.006008210092,0.001307688189,0.000259820141,4.9826878E-05,1,2430,UNC Greensboro,1,78.03,West,13
mens,2018-03-14,0,1,0.765700866938,0.239790798822,0.112440046852,0.04721149993,0.017304100046,0.005924388952,1,194,Ohio St.,2,85.59,West,5
mens,2018-03-14,0,1,0.419552538054,0.068316895883,0.020616553471,0.007509796782,0.002320930891,0.000878857634,1,201,Oklahoma,1,82.1,Midwest,10
mens,2018-03-14,0,1,0.045863755026,0.01026655054,0.002855816085,0.00031620534,3.9482929E-05,6.795834E-06,1,219,Penn,1,75.55,Midwest,16
mens,2018-03-14,0,1,0.417306912377,0.076030278229,0.022828858225,0.0068025012,0.001731676295,0.000419987604,1,2507,Providence,1,81.27,West,10
mens,2018-03-14,0,1,0.977510528408,0.732650723025,0.5003068436,0.201836563086,0.101274620092,0.054956182783,1,2509,Purdue,3,91.08,East,2
mens,2018-03-14,1,1,0.016735953212,0.00258116984,0.00025925647,2.8566633E-05,2.461842E-06,2.78202E-07,1,2515,Radford,1,71.64,East,16b
mens,2018-03-14,0,1,0.580447461946,0.114502054217,0.031846115159,0.010842109367,0.00294438137,0.00100081864,1,227,Rhode Island,2,83.07,Midwest,7
mens,2018-03-14,0,1,0.282188049898,0.087072483128,0.036250855189,0.015740367492,0.004251484895,0.001090508906,1,21,San Diego St.,1,81.72,West,11
mens,2018-03-14,0,1,0.631560663564,0.157958104135,0.095318635703,0.028467673023,0.008932292657,0.003425071396,1,2550,Seton Hall,2,85.05,Midwest,8
mens,2018-03-14,0,1,0.234299133062,0.037311698739,0.009755171415,0.00232274505,0.000467393857,9.0721494E-05,1,2571,South Dakota St.,1,78.07,West,12
mens,2018-03-14,1,1,0.278306020527,0.085604219883,0.025941254906,0.005724589951,0.001500332415,0.000468460062,1,179,St. Bonaventure,1,81.37,East,11a
mens,2018-03-14,0,1,0.106432566438,0.022932786954,0.002486951184,0.000199942043,3.2924462E-05,6.793132E-06,1,2617,Stephen F. Austin,1,74.78,East,14
