gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,finish,team_rating,team_region,team_seed
mens,2018-03-14,1,1,0.444164707989,0.093427032314,0.024381158738,0.008287559038,0.002212166338,0.000741097083,1,183,Syracuse,3,82.46,Midwest,11b
mens,2018-03-14,0,1,0.90704487258,0.594002815685,0.268427870601,0.104963186908,0.048857661029,0.017742694047,1,2633,Tennessee,2,87.17,South,3
mens,2018-03-14,0,1,0.596012573419,0.131015870725,0.052773880599,0.013358266941,0.006217654561,0.002257839747,1,251,Texas,1,82.9,South,10
mens,2018-03-14,0,1,0.582693087623,0.128960538475,0.053100733048,0.021080822539,0.00829194866,0.003036048155,1,245,Texas A&M,3,83.55,West,7
mens,2018-03-14,0,1,0.555835292011,0.132548638221,0.046672002181,0.020234358383,0.008140685089,0.003825471991,1,2628,TCU,1,84.84,Midwest,6
mens,2018-03-14,1,1,0.027203023441,0.00262044873,0.00017707408,1.365226E-05,1.195479E-06,1.04346E-07,1,2640,Texas Southern,1,69.4,West,16b
mens,2018-03-14,0,1,0.893567433562,0.54778460449,0.206320804182,0.056698975652,0.025642755099,0.012755615118,1,2641,Texas Tech,4,87.27,East,3
mens,2018-03-14,0,1,0.983264046788,0.861423197426,0.666837034525,0.49636467587,0.290729756431,0.179616289569,1,222,Villanova,7,94.92,East,1
mens,2018-03-14,0,1,0.978539485268,0.831920666334,0.611027331247,0.410680677925,0.263774937461,0.137398641638,1,258,Virginia,1,93.07,South,1
mens,2018-03-14,0,1,0.593169777567,0.088358396891,0.035183942528,0.013980846428,0.004292834296,0.001537610308,1,259,Virginia Tech,1,83.43,East,8
mens,2018-03-14,0,1,0.835948340094,0.444677358467,0.144942190717,0.082308046813,0.036128085697,0.017526171279,1,277,West Virginia,3,88.58,East,5
mens,2018-03-14,0,1,0.909079412163,0.500517258443,0.129827349321,0.063387752268,0.028964997489,0.014533316606,1,2724,Wichita St.,1,87.97,East,4
mens,2018-03-14,0,1,0.09295512742,0.020065226415,0.002520033144,0.000275277296,4.4883241E-05,5.70173E-06,1,2750,Wright St.,1,74.31,South,14
mens,2018-03-14,0,1,0.972796976559,0.700162774101,0.341806423273,0.170630426173,0.074522987695,0.030158744904,1,2752,Xavier,2,88.88,West,1
